author,title,school,year,pages,ee,publisher,booktitle,address,journal,volume,number,month,url,cdrom,editor,cite,note,crossref,isbn,series,chapter,publnr
Ferdinand Svaricek,Graphentheoretische Beschreibung und Bestimmung der endlichen und unendlichen Nullstellen von linearen Mehrgrössensystemen.,"University of Duisburg-Essen, Germany",1987,1-135,https://d-nb.info/871135981,VDI-Verlag,,,,,,,,,,,,,978-3-18-143508-3,,,
Christian Glaßer,Forbidden-patterns and word extensions for concatenation hierarchies.,"Julius Maximilians University Würzburg, Germany",2001,1-132,"http://erl.bibliothek.uni-wuerzburg.de/DISS/Mathe-Info/2001/X117915/glasser.pdf, https://nbn-resolving.org/urn:nbn:de:bvb:20-1179153, https://d-nb.info/962989118, https://d-nb.info/963114700",,,,,,,,,,,,,,,,,
Thomas Schulze 0002,A cost model for expressing and estimating ecological costs of software-driven systems.,"University of Mannheim, Germany",2016,,https://d-nb.info/1132590388,,,,,,,,,,,,,,,,,
Klaus Borgschulte,"Industrielle Bildverarbeitung, ein Baustein der rechnergestützten Qualitätssicherung.","RWTH Aachen University, Germany",1990,1-152,https://d-nb.info/900629169,Verlag TÜV Rheinland,,,,,,,,,,,,,978-3-88585-801-0,,,
Ludwig Paditz,Über die Annäherung der Verteilungsfunktionen von Summen unabhängiger Zufallsgrößen gegen unbegrenzt teilbare Verteilungsfunktionen unter besonderer Beachtung der Verteilungsfunktion der standardisierten Normalverteilung.,Dresden University of Technology,2013,,"https://nbn-resolving.org/urn:nbn:de:bsz:14-qucosa-114206, https://d-nb.info/1068152672",,,,,,,,,,,,,,,,,
Sylvia Weber 0002,Computergesteuerte etymologische Wörterbücher: Konzeption und Umsetzung anhand des Französischen.,"University of Erlangen-Nuremberg, Germany",2020,1-358,https://d-nb.info/1219803553,"Frank & Timme, Verlag für wissenschaftliche Literatur",,,,,,,,,,,,,978-3-7329-0710-6,,,
Martin Richartz,Generik und Dynamik in Hypertexten.,"Karlsruhe Institute of Technology, Germany",1996,1-215,https://d-nb.info/947572082,Shaker,,,,,,,,,,,,,978-3-8265-1505-7,,,
Yassine Lakhnech,Specification and verification of hybrid and real time systems.,"University of Kiel, Germany",1996,1-187,https://d-nb.info/948910666,,,,,,,,,,,,,,,,,
Merten Joost,Optimiertes Training mehrschichtiger feedforward Netwerke.,"University of Koblenz-Landau, Koblenz, Germany",2003,1-170,https://d-nb.info/967221986,Verlag-Haus Monsenstein und Vannerdat,,,,,,,,,,,,,978-3-936600-68-1,,,
Friedrich Otto Wilhelm Droste,Die Kosten-Nutzen-Analyse von EDV-Projekten im Phasenkonzept: Problemlösungsansätze in Form von Modellen u. standardisierten Verfahren.,"Julius Maximilians University Würzburg, Germany",1986,1-24,https://d-nb.info/880339853,,,,,,,,,,,,,,,,,
Wilfried Nestler,Beiträge zur digitalen Simulation des Eisenbahnbetriebes.,"Hochschule für Verkehrswesen, Dresden, Germany",1986,,https://d-nb.info/861021649,,,,,,,,,,,,,,,,,
Gerd Jänicke,Theoretische Grundlagen und praktikable unscharfe Methoden für die rechnergestützte Entscheidungsfindung zur ökonomischen Steuerung von Produktionsprozessen.,"Merseburg University of Applied Sciences, Germany",1987,,https://d-nb.info/931227763,,,,,,,,,,,,,,,,,
Ben Heuwing,Usability-Ergebnisse als Wissensressource in Organisationen.,"University of Hildesheim, Germany",2015,1-452,"https://hildok.bsz-bw.de/frontdoor/index/index/docId/391, https://nbn-resolving.org/urn:nbn:de:gbv:hil2-opus4-3914, https://d-nb.info/1076482414, https://d-nb.info/1126254029",Verlag Werner Hülsbusch,,,,68,,,,,,,,,978-3-86488-084-1,Schriften zur Informationswissenschaft,,
Jan Wülfing,Stable deep reinforcement learning.,"University of Freiburg, Freiburg im Breisgau, Germany",2019,,"https://freidok.uni-freiburg.de/data/154753, https://nbn-resolving.org/urn:nbn:de:bsz:25-freidok-1547534, https://d-nb.info/1204826188",,,,,,,,,,,,,,,,,
Helge Schütt,Datenbankunterstützung für kooperative Hypermedia-Management-Systeme.,"RWTH Aachen University, Germany",1994,1-203,https://d-nb.info/942476050,,,,,,,,,,,,,,,,,
Robert Lasowski,Serviceorientiertes Mehrkanal-Beaconing in Fahrzeug-Ad-hoc-Netzen.,Ludwig Maximilians University Munich,2012,,"http://www.dr.hut-verlag.de/978-3-8439-0654-8.html, http://edoc.ub.uni-muenchen.de/14896/, https://nbn-resolving.org/urn:nbn:de:bvb:19-148967, https://nbn-resolving.org/urn:nbn:de:101:1-201212109867, https://d-nb.info/1027066240, https://d-nb.info/1028784503",,,,,,,,,,,,,,,,,
Martin Kuhlemann,Refactoring feature modules: disciplined generation of reusable modules.,Otto von Guericke University Magdeburg,2011,,"https://nbn-resolving.org/urn:nbn:de:gbv:ma9:1-550, https://d-nb.info/1047595486",,,,,,,,,,,,,,,,,
Hendrik Richter 0001,Steuerung und Beobachtung chaotischer Systeme.,"Dresden University of Technology, Germany",2000,1-137,https://d-nb.info/958742103,VDI-Verlag,,,,,,,,,,,,,978-3-18-381008-6,,,
Tanja Utescher-Dabitz,Internet und Steuern: Electronic Commerce und Telearbeit.,"Free University of Berlin, Dahlem, Germany",1999,1-484,https://d-nb.info/95712886X,IDW-Verlag,,,,,,,,,,,,,978-3-8021-0839-6,,,
Jürgen Wahrburg,Steuerung von Industrierobotern und Manipulatoren durch ein hierarchisch strukturiertes Mehrebenenmikrorechnersystem.,"Gesamthochschule Siegen, Germany",1985,1-124,https://d-nb.info/850799007,VDI-Verlag,,,,,,,,,,,,,978-3-18-148608-5,,,
Norbert Fröhlich,Verfahren zum Schaltungspartitionieren für die parallele Simulation auf Transistorebene.,"Technical University Munich, Germany",2003,1-113,https://d-nb.info/966332695,Hieronymus,,,,,,,,,,,,,978-3-89791-295-3,,,
Marco Körner 0002,Fragmentbasierte Softwarearchitekturen für Produktlinien.,"Clausthal University of Technology, Clausthal-Zellerfeld, Germany",2017,1-187,"http://www.dr.hut-verlag.de/978-3-8439-3392-6.html, https://nbn-resolving.org/urn:nbn:de:101:1-2017122925903, https://d-nb.info/114769852X, https://d-nb.info/1149579056",Dr. Hut,,,,,,,,,,,,,978-3-8439-3392-6,,,
Roland Fraedrich,Interactive Visualization Techniques for Large-Scale Particle Simulations.,Technical University Munich,2012,1-118,"https://nbn-resolving.org/urn:nbn:de:bvb:91-diss-20120410-1096034-1-1, https://d-nb.info/1024161552, https://d-nb.info/1027083269",,,,,,,,,,,,,,,,,
Matthias Bentert,"Elements of dynamic and 2-SAT programming: paths, trees, and cuts.","Technical University of Berlin, Germany",2021,,"https://nbn-resolving.org/urn:nbn:de:101:1-2021112401025514633423, https://d-nb.info/1246363658",,,,,,,,,,,,,,,,,
Gert Beyer,Entwurf von Bézierkurven für den Schnitt zweier Quadriken.,"Dresden University of Technology, Germany",1989,,https://d-nb.info/900716444,,,,,,,,,,,,,,,,,
Hannfried Leisterer,Internetsicherheit in Europa: zur Gewährleistung der Netz- und Informationssicherheit durch Informationsverwaltungsrecht.,"Humboldt University of Berlin, Germany",2018,1-439,https://d-nb.info/1159660328,Mohr Siebeck,,,,,,,,,,,,,978-3-16-155976-1,,,
Martin Frieb,Hardware extensions for a timing-predictable many-core processor.,"University of Augsburg, Germany",2019,,"https://opus.bibliothek.uni-augsburg.de/opus4/frontdoor/index/index/docId/89333, https://nbn-resolving.org/urn:nbn:de:bvb:384-opus4-893331, https://d-nb.info/1242413464",,,,,,,,,,,,,,,,,
Yongzhi Ong,Extension of the Rule-Based Programming Language XL by Concepts for Multi-Scaled Modelling and Level-of-Detail Visualization.,University of Göttingen,2015,,"https://nbn-resolving.org/urn:nbn:de:gbv:7-11858/00-1735-0000-0022-5FC5-B-1, https://d-nb.info/1070423653",,,,,,,,,,,,,,,,,
Peter Buxmann,Standardisierung betrieblicher Informationssysteme.,"Goethe University Frankfurt, Frankfurt am Main, Germany",1996,1-198,https://d-nb.info/946150060,Gabler,,,,,,,,,,,,,3-8244-6211-7,,,
Oliver Kusche,Ein neues Konzept für eine serviceorientierte Datenhaltungsplattform für Lebenszyklusdaten.,"Karlsruhe Institute of Technology, Germany",2020,1-165,https://d-nb.info/1212372220,,,,,,,,,,,,,,,,,
Klaus-Peter Huber,Datenbasierte Metamodellierung mit automatisch erzeugten Fuzzy-Regeln.,"Karlsruhe Institute of Technology, Germany",1998,1-128,https://d-nb.info/954449320,VDI-Verlag,,,,,,,,,,,,,978-3-18-355110-1,,,
Thomas Rochlitz,Graphisch-interaktive Idealisierung von CAD-Geometrie zur Kopplung an die FE-Strukturberechnung.,"RWTH Aachen University, Germany",1988,1-142,https://d-nb.info/890334617,,,,,,,,,,,,,,,,,
Martin Obermeier,Untersuchung von Programmieransätzen im Maschinen- und Anlagenbau bezüglich ihrer Gebrauchstauglichkeit sowie ihrer Einflüsse auf die Softwaremodularisierung.,"Technical University Munich, Germany",2015,1-228,https://d-nb.info/1075823919,Sierke,,,,,,,,,,,,,978-3-86844-735-4,,,
Matthias Baumann,Anwendungsspezifische Erweiterung von Konstruktionssystemen für geometrisch-gestalterische Tätigkeiten unter Berücksichtigung einer systemneutralen Datenhaltung.,"RWTH Aachen University, Germany",1995,1-32,https://d-nb.info/943410657,Shaker,,,,,,,,,,,,,978-3-8265-0509-6,,,
